text,label
Thanks for your help today!,SAFE
Student loan forgiveness approved. Call 800-555-1212 to process.,SCAM
"Hey, are you free for lunch tomorrow at 3:15 PM?",SAFE
Final notice: unpaid tax balance. Pay fee: https://tinyurl.com/verify-now,SCAM
Mom: Call me when you land.,SAFE
Dinner at Sakura tonight?,SAFE
Thanks for your help today!,SAFE
Mom: Call me when you land.,SAFE
Final notice: unpaid tax balance. Pay fee: http://bit.ly/secure-login,SCAM
Thanks for your help today!,SAFE
Thanks for your help today!,SAFE
Meeting moved to Friday 1:00 PM.,SAFE
Reminder: dentist appointment on Monday at 1:00 PM.,SAFE
Your Amazon order #860 has shipped.,SAFE
Invoice paid. Receipt attached.,SAFE
Dinner at The Diner tonight?,SAFE
Meeting moved to Friday 1:00 PM.,SAFE
Dinner at Sakura tonight?,SAFE
Invoice paid. Receipt attached.,SAFE
Your Amazon order #575 has shipped.,SAFE
Meeting moved to Tuesday 3:15 PM.,SAFE
Thanks for your help today!,SAFE
Congratulations! You won a new iPhone. Claim here: http://short.co/pay-fee,SCAM
Mom: Call me when you land.,SAFE
Package delivered to your front door.,SAFE
Invoice paid. Receipt attached.,SAFE
Dinner at Sakura tonight?,SAFE
Package delivered to your front door.,SAFE
"Hey, are you free for lunch tomorrow at 11:30 AM?",SAFE
URGENT: Call us immediately at 877-333-9090 to avoid account suspension.,SCAM
Final notice: unpaid tax balance. Pay fee: http://bit.ly/secure-login,SCAM
Package delivered to your front door.,SAFE
Library book due on Friday.,SAFE
Invoice paid. Receipt attached.,SAFE
Invoice paid. Receipt attached.,SAFE
Reminder: dentist appointment on Wednesday at 9:00 AM.,SAFE
Mom: Call me when you land.,SAFE
Library book due on Tuesday.,SAFE
Your Amazon order #303 has shipped.,SAFE
Meeting moved to Wednesday 1:00 PM.,SAFE
Your Amazon order #349 has shipped.,SAFE
Thanks for your help today!,SAFE
"Hey, are you free for lunch tomorrow at 3:15 PM?",SAFE
Your Amazon order #566 has shipped.,SAFE
Thanks for your help today!,SAFE
Meeting moved to Thursday 11:30 AM.,SAFE
Netflix membership expired. Reactivate now: http://short.co/pay-fee,SCAM
Your Amazon order #515 has shipped.,SAFE
"Hey, are you free for lunch tomorrow at 9:00 AM?",SAFE
Mom: Call me when you land.,SAFE
Congratulations! You won a new iPhone. Claim here: http://short.co/pay-fee,SCAM
Congratulations! You won a new iPhone. Claim here: https://tinyurl.com/verify-now,SCAM
Library book due on Tuesday.,SAFE
Invoice paid. Receipt attached.,SAFE
This is the IRS. Immediate payment required today at 877-333-9090.,SCAM
This is the IRS. Immediate payment required today at 800-555-1212.,SCAM
Meeting moved to Monday 9:00 AM.,SAFE
Netflix membership expired. Reactivate now: http://short.co/pay-fee,SCAM
Library book due on Friday.,SAFE
Mom: Call me when you land.,SAFE
Reminder: dentist appointment on Monday at 9:00 AM.,SAFE
Reminder: dentist appointment on Monday at 11:30 AM.,SAFE
Package delivered to your front door.,SAFE
URGENT: Your bank account has been locked. Verify now: https://tinyurl.com/verify-now,SCAM
Reminder: dentist appointment on Thursday at 3:15 PM.,SAFE
Package delivered to your front door.,SAFE
Mom: Call me when you land.,SAFE
"Hey, are you free for lunch tomorrow at 11:30 AM?",SAFE
Dinner at Cafe Luna tonight?,SAFE
Meeting moved to Wednesday 1:00 PM.,SAFE
Invoice paid. Receipt attached.,SAFE
URGENT: Call us immediately at 800-555-1212 to avoid account suspension.,SCAM
Invoice paid. Receipt attached.,SAFE
Invoice paid. Receipt attached.,SAFE
"Hey, are you free for lunch tomorrow at 3:15 PM?",SAFE
Dinner at Sakura tonight?,SAFE
FedEx: delivery failed. Reschedule: https://tinyurl.com/verify-now,SCAM
"Hey, are you free for lunch tomorrow at 9:00 AM?",SAFE
"Hey, are you free for lunch tomorrow at 1:00 PM?",SAFE
Invoice paid. Receipt attached.,SAFE
Thanks for your help today!,SAFE
Your Amazon order #198 has shipped.,SAFE
Library book due on Tuesday.,SAFE
Your Amazon order #982 has shipped.,SAFE
Invoice paid. Receipt attached.,SAFE
Reminder: dentist appointment on Monday at 3:15 PM.,SAFE
Mom: Call me when you land.,SAFE
Your Amazon order #654 has shipped.,SAFE
URGENT: Your bank account has been locked. Verify now: http://short.co/pay-fee,SCAM
Thanks for your help today!,SAFE
"Hey, are you free for lunch tomorrow at 1:00 PM?",SAFE
Netflix membership expired. Reactivate now: http://short.co/pay-fee,SCAM
"Hey, are you free for lunch tomorrow at 1:00 PM?",SAFE
Dinner at The Diner tonight?,SAFE
"Hey, are you free for lunch tomorrow at 9:00 AM?",SAFE
Package delivered to your front door.,SAFE
Your Amazon order #887 has shipped.,SAFE
Meeting moved to Wednesday 11:30 AM.,SAFE
Your Amazon order #511 has shipped.,SAFE
Package delivered to your front door.,SAFE
Mom: Call me when you land.,SAFE
Dinner at The Diner tonight?,SAFE
Your Amazon order #952 has shipped.,SAFE
Meeting moved to Thursday 3:15 PM.,SAFE
Dinner at Sakura tonight?,SAFE
Invoice paid. Receipt attached.,SAFE
Mom: Call me when you land.,SAFE
Netflix membership expired. Reactivate now: http://bit.ly/secure-login,SCAM
Final notice: unpaid tax balance. Pay fee: http://short.co/pay-fee,SCAM
Package delivered to your front door.,SAFE
Dinner at Cafe Luna tonight?,SAFE
"Hey, are you free for lunch tomorrow at 1:00 PM?",SAFE
Dinner at The Diner tonight?,SAFE
Congratulations! You won a new iPhone. Claim here: http://bit.ly/secure-login,SCAM
Reminder: dentist appointment on Friday at 11:30 AM.,SAFE
Library book due on Friday.,SAFE
Mom: Call me when you land.,SAFE
Mom: Call me when you land.,SAFE
Mom: Call me when you land.,SAFE
Library book due on Tuesday.,SAFE
Invoice paid. Receipt attached.,SAFE
Thanks for your help today!,SAFE
"Hey, are you free for lunch tomorrow at 3:15 PM?",SAFE
Invoice paid. Receipt attached.,SAFE
"Hey, are you free for lunch tomorrow at 11:30 AM?",SAFE
Meeting moved to Friday 9:00 AM.,SAFE
Netflix membership expired. Reactivate now: https://tinyurl.com/verify-now,SCAM
URGENT: Call us immediately at 800-555-1212 to avoid account suspension.,SCAM
Meeting moved to Wednesday 1:00 PM.,SAFE
URGENT: Your bank account has been locked. Verify now: https://tinyurl.com/verify-now,SCAM
Dinner at Cafe Luna tonight?,SAFE
Library book due on Monday.,SAFE
Netflix membership expired. Reactivate now: http://bit.ly/secure-login,SCAM
Meeting moved to Tuesday 3:15 PM.,SAFE
Package delivered to your front door.,SAFE
Meeting moved to Wednesday 1:00 PM.,SAFE
Meeting moved to Monday 11:30 AM.,SAFE
Invoice paid. Receipt attached.,SAFE
Your SSN is flagged. Call 800-555-1212 now to verify your identity.,SCAM
Package delivered to your front door.,SAFE
Package delivered to your front door.,SAFE
Invoice paid. Receipt attached.,SAFE
Reminder: dentist appointment on Friday at 9:00 AM.,SAFE
Dinner at Cafe Luna tonight?,SAFE
Meeting moved to Thursday 9:00 AM.,SAFE
"Hey, are you free for lunch tomorrow at 9:00 AM?",SAFE
Library book due on Thursday.,SAFE
URGENT: Call us immediately at 877-333-9090 to avoid account suspension.,SCAM
Mom: Call me when you land.,SAFE
Student loan forgiveness approved. Call 888-404-5000 to process.,SCAM
Invoice paid. Receipt attached.,SAFE
Invoice paid. Receipt attached.,SAFE
Thanks for your help today!,SAFE
Netflix membership expired. Reactivate now: http://bit.ly/secure-login,SCAM
Mom: Call me when you land.,SAFE
"Hey, are you free for lunch tomorrow at 3:15 PM?",SAFE
This is the IRS. Immediate payment required today at 877-333-9090.,SCAM
Package delivered to your front door.,SAFE
Thanks for your help today!,SAFE
Package delivered to your front door.,SAFE
Mom: Call me when you land.,SAFE
Dinner at Sakura tonight?,SAFE
Your Amazon order #287 has shipped.,SAFE
Library book due on Thursday.,SAFE
Congratulations! You won a new iPhone. Claim here: http://short.co/pay-fee,SCAM
FedEx: delivery failed. Reschedule: http://bit.ly/secure-login,SCAM
Dinner at The Diner tonight?,SAFE
"Hey, are you free for lunch tomorrow at 1:00 PM?",SAFE
Invoice paid. Receipt attached.,SAFE
Netflix membership expired. Reactivate now: http://bit.ly/secure-login,SCAM
Thanks for your help today!,SAFE
Package delivered to your front door.,SAFE
Your Amazon order #626 has shipped.,SAFE
Library book due on Tuesday.,SAFE
Reminder: dentist appointment on Thursday at 1:00 PM.,SAFE
Student loan forgiveness approved. Call 888-404-5000 to process.,SCAM
Your Amazon order #634 has shipped.,SAFE
Invoice paid. Receipt attached.,SAFE
Your Amazon order #817 has shipped.,SAFE
Dinner at Sakura tonight?,SAFE
"Hey, are you free for lunch tomorrow at 3:15 PM?",SAFE
"Hey, are you free for lunch tomorrow at 1:00 PM?",SAFE
Invoice paid. Receipt attached.,SAFE
Meeting moved to Tuesday 1:00 PM.,SAFE
Package delivered to your front door.,SAFE
Meeting moved to Monday 11:30 AM.,SAFE
URGENT: Call us immediately at 888-404-5000 to avoid account suspension.,SCAM
Package delivered to your front door.,SAFE
Student loan forgiveness approved. Call 800-555-1212 to process.,SCAM
URGENT: Your bank account has been locked. Verify now: http://bit.ly/secure-login,SCAM
Your Amazon order #965 has shipped.,SAFE
Dinner at Cafe Luna tonight?,SAFE
"Hey, are you free for lunch tomorrow at 11:30 AM?",SAFE
Meeting moved to Friday 3:15 PM.,SAFE
Thanks for your help today!,SAFE
Mom: Call me when you land.,SAFE
Invoice paid. Receipt attached.,SAFE
Thanks for your help today!,SAFE
Mom: Call me when you land.,SAFE
Thanks for your help today!,SAFE
Reminder: dentist appointment on Friday at 3:15 PM.,SAFE
Package delivered to your front door.,SAFE
Package delivered to your front door.,SAFE
Mom: Call me when you land.,SAFE
Package delivered to your front door.,SAFE
This is the IRS. Immediate payment required today at 888-404-5000.,SCAM
"Hey, are you free for lunch tomorrow at 1:00 PM?",SAFE
Reminder: dentist appointment on Wednesday at 9:00 AM.,SAFE
Reminder: dentist appointment on Wednesday at 1:00 PM.,SAFE
Mom: Call me when you land.,SAFE
Your Amazon order #722 has shipped.,SAFE
"Hey, are you free for lunch tomorrow at 11:30 AM?",SAFE
Thanks for your help today!,SAFE
FedEx: delivery failed. Reschedule: http://bit.ly/secure-login,SCAM
Package delivered to your front door.,SAFE
Package delivered to your front door.,SAFE
"Hey, are you free for lunch tomorrow at 9:00 AM?",SAFE
Invoice paid. Receipt attached.,SAFE
FedEx: delivery failed. Reschedule: http://short.co/pay-fee,SCAM
Package delivered to your front door.,SAFE
Meeting moved to Friday 9:00 AM.,SAFE
Package delivered to your front door.,SAFE
Dinner at Cafe Luna tonight?,SAFE
"Hey, are you free for lunch tomorrow at 11:30 AM?",SAFE
Reminder: dentist appointment on Wednesday at 11:30 AM.,SAFE
Invoice paid. Receipt attached.,SAFE
Invoice paid. Receipt attached.,SAFE
FedEx: delivery failed. Reschedule: http://short.co/pay-fee,SCAM
Your Amazon order #991 has shipped.,SAFE
Meeting moved to Tuesday 11:30 AM.,SAFE
Meeting moved to Monday 3:15 PM.,SAFE
"Hey, are you free for lunch tomorrow at 11:30 AM?",SAFE
Mom: Call me when you land.,SAFE
Mom: Call me when you land.,SAFE
Library book due on Tuesday.,SAFE
Invoice paid. Receipt attached.,SAFE
Package delivered to your front door.,SAFE
"Hey, are you free for lunch tomorrow at 9:00 AM?",SAFE
URGENT: Your bank account has been locked. Verify now: http://bit.ly/secure-login,SCAM
Thanks for your help today!,SAFE
Invoice paid. Receipt attached.,SAFE
Meeting moved to Monday 1:00 PM.,SAFE
Student loan forgiveness approved. Call 888-404-5000 to process.,SCAM
Dinner at Cafe Luna tonight?,SAFE
Final notice: unpaid tax balance. Pay fee: http://short.co/pay-fee,SCAM
Thanks for your help today!,SAFE
Package delivered to your front door.,SAFE
Reminder: dentist appointment on Wednesday at 9:00 AM.,SAFE
Library book due on Friday.,SAFE
Mom: Call me when you land.,SAFE
Mom: Call me when you land.,SAFE
Dinner at Cafe Luna tonight?,SAFE
Meeting moved to Thursday 11:30 AM.,SAFE
Library book due on Monday.,SAFE
Meeting moved to Thursday 9:00 AM.,SAFE
"Hey, are you free for lunch tomorrow at 11:30 AM?",SAFE
Thanks for your help today!,SAFE
Meeting moved to Thursday 3:15 PM.,SAFE
Mom: Call me when you land.,SAFE
This is the IRS. Immediate payment required today at 888-404-5000.,SCAM
Package delivered to your front door.,SAFE
Dinner at The Diner tonight?,SAFE
URGENT: Call us immediately at 888-404-5000 to avoid account suspension.,SCAM
Your Amazon order #466 has shipped.,SAFE
Meeting moved to Friday 9:00 AM.,SAFE
Student loan forgiveness approved. Call 800-555-1212 to process.,SCAM
Mom: Call me when you land.,SAFE
Meeting moved to Tuesday 1:00 PM.,SAFE
Invoice paid. Receipt attached.,SAFE
Dinner at Sakura tonight?,SAFE
"Hey, are you free for lunch tomorrow at 1:00 PM?",SAFE
"Hey, are you free for lunch tomorrow at 11:30 AM?",SAFE
Meeting moved to Thursday 11:30 AM.,SAFE
Your Amazon order #752 has shipped.,SAFE
Reminder: dentist appointment on Wednesday at 1:00 PM.,SAFE
Invoice paid. Receipt attached.,SAFE
Library book due on Tuesday.,SAFE
Mom: Call me when you land.,SAFE
This is the IRS. Immediate payment required today at 800-555-1212.,SCAM
Thanks for your help today!,SAFE
Netflix membership expired. Reactivate now: https://tinyurl.com/verify-now,SCAM
Package delivered to your front door.,SAFE
Dinner at Sakura tonight?,SAFE
Congratulations! You won a new iPhone. Claim here: http://bit.ly/secure-login,SCAM
Dinner at The Diner tonight?,SAFE
This is the IRS. Immediate payment required today at 800-555-1212.,SCAM
Thanks for your help today!,SAFE
Library book due on Monday.,SAFE
Your Amazon order #615 has shipped.,SAFE
Netflix membership expired. Reactivate now: http://short.co/pay-fee,SCAM
Dinner at Cafe Luna tonight?,SAFE
"Hey, are you free for lunch tomorrow at 3:15 PM?",SAFE
Library book due on Tuesday.,SAFE
Library book due on Friday.,SAFE
FedEx: delivery failed. Reschedule: http://short.co/pay-fee,SCAM
Thanks for your help today!,SAFE
"Hey, are you free for lunch tomorrow at 11:30 AM?",SAFE
Invoice paid. Receipt attached.,SAFE
Your Amazon order #830 has shipped.,SAFE
"Hey, are you free for lunch tomorrow at 9:00 AM?",SAFE
Reminder: dentist appointment on Tuesday at 9:00 AM.,SAFE
Thanks for your help today!,SAFE
"Hey, are you free for lunch tomorrow at 11:30 AM?",SAFE
Meeting moved to Thursday 1:00 PM.,SAFE
Your SSN is flagged. Call 800-555-1212 now to verify your identity.,SCAM
Invoice paid. Receipt attached.,SAFE
Mom: Call me when you land.,SAFE
Reminder: dentist appointment on Thursday at 3:15 PM.,SAFE
Invoice paid. Receipt attached.,SAFE
Netflix membership expired. Reactivate now: http://short.co/pay-fee,SCAM
Library book due on Wednesday.,SAFE
URGENT: Your bank account has been locked. Verify now: http://bit.ly/secure-login,SCAM
Reminder: dentist appointment on Monday at 1:00 PM.,SAFE
Your Amazon order #325 has shipped.,SAFE
Dinner at The Diner tonight?,SAFE
Dinner at Cafe Luna tonight?,SAFE
Meeting moved to Thursday 9:00 AM.,SAFE
URGENT: Call us immediately at 888-404-5000 to avoid account suspension.,SCAM
Dinner at The Diner tonight?,SAFE
Final notice: unpaid tax balance. Pay fee: https://tinyurl.com/verify-now,SCAM
Dinner at The Diner tonight?,SAFE
Reminder: dentist appointment on Friday at 11:30 AM.,SAFE
"Hey, are you free for lunch tomorrow at 9:00 AM?",SAFE
Package delivered to your front door.,SAFE
Package delivered to your front door.,SAFE
Library book due on Tuesday.,SAFE
Meeting moved to Wednesday 9:00 AM.,SAFE
Dinner at The Diner tonight?,SAFE
Netflix membership expired. Reactivate now: http://short.co/pay-fee,SCAM
Thanks for your help today!,SAFE
This is the IRS. Immediate payment required today at 800-555-1212.,SCAM
Dinner at The Diner tonight?,SAFE
Dinner at Cafe Luna tonight?,SAFE
Package delivered to your front door.,SAFE
Dinner at Sakura tonight?,SAFE
Invoice paid. Receipt attached.,SAFE
Mom: Call me when you land.,SAFE
Reminder: dentist appointment on Thursday at 11:30 AM.,SAFE
Dinner at Cafe Luna tonight?,SAFE
Mom: Call me when you land.,SAFE
Library book due on Tuesday.,SAFE
Invoice paid. Receipt attached.,SAFE
Invoice paid. Receipt attached.,SAFE
Invoice paid. Receipt attached.,SAFE
Invoice paid. Receipt attached.,SAFE
"Hey, are you free for lunch tomorrow at 9:00 AM?",SAFE
Congratulations! You won a new iPhone. Claim here: http://bit.ly/secure-login,SCAM
Meeting moved to Wednesday 11:30 AM.,SAFE
Library book due on Thursday.,SAFE
"Hey, are you free for lunch tomorrow at 9:00 AM?",SAFE
Thanks for your help today!,SAFE
"Hey, are you free for lunch tomorrow at 9:00 AM?",SAFE
Reminder: dentist appointment on Wednesday at 11:30 AM.,SAFE
Invoice paid. Receipt attached.,SAFE
Invoice paid. Receipt attached.,SAFE
Package delivered to your front door.,SAFE
Package delivered to your front door.,SAFE
Package delivered to your front door.,SAFE
Dinner at Cafe Luna tonight?,SAFE
URGENT: Call us immediately at 888-404-5000 to avoid account suspension.,SCAM
"Hey, are you free for lunch tomorrow at 11:30 AM?",SAFE
Package delivered to your front door.,SAFE
URGENT: Call us immediately at 800-555-1212 to avoid account suspension.,SCAM
Thanks for your help today!,SAFE
Your Amazon order #131 has shipped.,SAFE
Package delivered to your front door.,SAFE
Library book due on Tuesday.,SAFE
Package delivered to your front door.,SAFE
Thanks for your help today!,SAFE
FedEx: delivery failed. Reschedule: http://bit.ly/secure-login,SCAM
"Hey, are you free for lunch tomorrow at 1:00 PM?",SAFE
"Hey, are you free for lunch tomorrow at 9:00 AM?",SAFE
Dinner at Cafe Luna tonight?,SAFE
Thanks for your help today!,SAFE
Reminder: dentist appointment on Friday at 1:00 PM.,SAFE
Congratulations! You won a new iPhone. Claim here: http://short.co/pay-fee,SCAM
Thanks for your help today!,SAFE
Meeting moved to Thursday 11:30 AM.,SAFE
Dinner at The Diner tonight?,SAFE
Library book due on Thursday.,SAFE
Reminder: dentist appointment on Wednesday at 1:00 PM.,SAFE
Dinner at The Diner tonight?,SAFE
Library book due on Tuesday.,SAFE
Congratulations! You won a new iPhone. Claim here: http://short.co/pay-fee,SCAM
Meeting moved to Monday 1:00 PM.,SAFE
Meeting moved to Tuesday 3:15 PM.,SAFE
Package delivered to your front door.,SAFE
Dinner at Sakura tonight?,SAFE
Thanks for your help today!,SAFE
Package delivered to your front door.,SAFE
Library book due on Wednesday.,SAFE
Reminder: dentist appointment on Tuesday at 11:30 AM.,SAFE
URGENT: Call us immediately at 888-404-5000 to avoid account suspension.,SCAM
Package delivered to your front door.,SAFE
Student loan forgiveness approved. Call 800-555-1212 to process.,SCAM
Reminder: dentist appointment on Monday at 11:30 AM.,SAFE
Thanks for your help today!,SAFE
Library book due on Friday.,SAFE
Invoice paid. Receipt attached.,SAFE
Reminder: dentist appointment on Monday at 11:30 AM.,SAFE
Library book due on Tuesday.,SAFE
Package delivered to your front door.,SAFE
Mom: Call me when you land.,SAFE
Library book due on Monday.,SAFE
Netflix membership expired. Reactivate now: http://short.co/pay-fee,SCAM
"Hey, are you free for lunch tomorrow at 11:30 AM?",SAFE
Dinner at Sakura tonight?,SAFE
Netflix membership expired. Reactivate now: http://short.co/pay-fee,SCAM
Your Amazon order #144 has shipped.,SAFE
Student loan forgiveness approved. Call 800-555-1212 to process.,SCAM
Netflix membership expired. Reactivate now: https://tinyurl.com/verify-now,SCAM
"Hey, are you free for lunch tomorrow at 1:00 PM?",SAFE
Your Amazon order #320 has shipped.,SAFE
Library book due on Monday.,SAFE
URGENT: Your bank account has been locked. Verify now: http://short.co/pay-fee,SCAM
Thanks for your help today!,SAFE
Your Amazon order #737 has shipped.,SAFE
"Hey, are you free for lunch tomorrow at 9:00 AM?",SAFE
Dinner at Cafe Luna tonight?,SAFE
Library book due on Thursday.,SAFE
Your Amazon order #762 has shipped.,SAFE
Dinner at The Diner tonight?,SAFE
Student loan forgiveness approved. Call 877-333-9090 to process.,SCAM
Your Amazon order #610 has shipped.,SAFE
Library book due on Friday.,SAFE
Your Amazon order #672 has shipped.,SAFE
Invoice paid. Receipt attached.,SAFE
Your Amazon order #909 has shipped.,SAFE
Invoice paid. Receipt attached.,SAFE
Library book due on Wednesday.,SAFE
Reminder: dentist appointment on Monday at 9:00 AM.,SAFE
Package delivered to your front door.,SAFE
Your warranty is expiring. Contact 877-333-9090 to extend coverage.,SCAM
Your Amazon order #709 has shipped.,SAFE
URGENT: Your bank account has been locked. Verify now: http://short.co/pay-fee,SCAM
Your Amazon order #734 has shipped.,SAFE
URGENT: Your bank account has been locked. Verify now: http://short.co/pay-fee,SCAM
Invoice paid. Receipt attached.,SAFE
FedEx: delivery failed. Reschedule: http://bit.ly/secure-login,SCAM
Reminder: dentist appointment on Thursday at 1:00 PM.,SAFE
Invoice paid. Receipt attached.,SAFE
Library book due on Thursday.,SAFE
Package delivered to your front door.,SAFE
Meeting moved to Wednesday 11:30 AM.,SAFE
Your warranty is expiring. Contact 888-404-5000 to extend coverage.,SCAM
FedEx: delivery failed. Reschedule: http://short.co/pay-fee,SCAM
Library book due on Wednesday.,SAFE
Reminder: dentist appointment on Friday at 9:00 AM.,SAFE
"Hey, are you free for lunch tomorrow at 11:30 AM?",SAFE
Mom: Call me when you land.,SAFE
Dinner at The Diner tonight?,SAFE
Mom: Call me when you land.,SAFE
Your Amazon order #528 has shipped.,SAFE
Meeting moved to Thursday 1:00 PM.,SAFE
Thanks for your help today!,SAFE
Invoice paid. Receipt attached.,SAFE
Netflix membership expired. Reactivate now: https://tinyurl.com/verify-now,SCAM
This is the IRS. Immediate payment required today at 877-333-9090.,SCAM
Mom: Call me when you land.,SAFE
Netflix membership expired. Reactivate now: http://short.co/pay-fee,SCAM
Reminder: dentist appointment on Friday at 1:00 PM.,SAFE
Final notice: unpaid tax balance. Pay fee: http://short.co/pay-fee,SCAM
Package delivered to your front door.,SAFE
Your Amazon order #916 has shipped.,SAFE
Thanks for your help today!,SAFE
Netflix membership expired. Reactivate now: https://tinyurl.com/verify-now,SCAM
FedEx: delivery failed. Reschedule: https://tinyurl.com/verify-now,SCAM
URGENT: Call us immediately at 800-555-1212 to avoid account suspension.,SCAM
Dinner at Sakura tonight?,SAFE
Congratulations! You won a new iPhone. Claim here: http://short.co/pay-fee,SCAM
Dinner at Cafe Luna tonight?,SAFE
Thanks for your help today!,SAFE
Congratulations! You won a new iPhone. Claim here: http://bit.ly/secure-login,SCAM
Library book due on Friday.,SAFE
Library book due on Tuesday.,SAFE
Library book due on Thursday.,SAFE
Reminder: dentist appointment on Tuesday at 11:30 AM.,SAFE
Dinner at The Diner tonight?,SAFE
Your Amazon order #742 has shipped.,SAFE
Dinner at The Diner tonight?,SAFE
Mom: Call me when you land.,SAFE
Thanks for your help today!,SAFE
Your SSN is flagged. Call 888-404-5000 now to verify your identity.,SCAM
"Hey, are you free for lunch tomorrow at 3:15 PM?",SAFE
This is the IRS. Immediate payment required today at 877-333-9090.,SCAM
Your warranty is expiring. Contact 877-333-9090 to extend coverage.,SCAM
Package delivered to your front door.,SAFE
Invoice paid. Receipt attached.,SAFE
Thanks for your help today!,SAFE
Dinner at Sakura tonight?,SAFE
Congratulations! You won a new iPhone. Claim here: http://short.co/pay-fee,SCAM
Package delivered to your front door.,SAFE
Dinner at The Diner tonight?,SAFE
Package delivered to your front door.,SAFE
FedEx: delivery failed. Reschedule: http://bit.ly/secure-login,SCAM
Dinner at The Diner tonight?,SAFE
Dinner at The Diner tonight?,SAFE
URGENT: Your bank account has been locked. Verify now: http://bit.ly/secure-login,SCAM
Library book due on Friday.,SAFE
"Hey, are you free for lunch tomorrow at 11:30 AM?",SAFE
URGENT: Your bank account has been locked. Verify now: http://short.co/pay-fee,SCAM
Netflix membership expired. Reactivate now: http://short.co/pay-fee,SCAM
Dinner at Sakura tonight?,SAFE
Package delivered to your front door.,SAFE
Thanks for your help today!,SAFE
Library book due on Wednesday.,SAFE
FedEx: delivery failed. Reschedule: https://tinyurl.com/verify-now,SCAM
Mom: Call me when you land.,SAFE
Invoice paid. Receipt attached.,SAFE
Mom: Call me when you land.,SAFE
Library book due on Wednesday.,SAFE
Your Amazon order #474 has shipped.,SAFE
Library book due on Friday.,SAFE
Thanks for your help today!,SAFE
Student loan forgiveness approved. Call 877-333-9090 to process.,SCAM
Mom: Call me when you land.,SAFE
Netflix membership expired. Reactivate now: https://tinyurl.com/verify-now,SCAM
Reminder: dentist appointment on Monday at 1:00 PM.,SAFE
Library book due on Tuesday.,SAFE
Meeting moved to Wednesday 1:00 PM.,SAFE
Mom: Call me when you land.,SAFE
Reminder: dentist appointment on Thursday at 3:15 PM.,SAFE
Thanks for your help today!,SAFE
Your Amazon order #921 has shipped.,SAFE
Invoice paid. Receipt attached.,SAFE
Dinner at Sakura tonight?,SAFE
Your Amazon order #791 has shipped.,SAFE
FedEx: delivery failed. Reschedule: https://tinyurl.com/verify-now,SCAM
Package delivered to your front door.,SAFE
URGENT: Call us immediately at 800-555-1212 to avoid account suspension.,SCAM
Library book due on Wednesday.,SAFE
Dinner at The Diner tonight?,SAFE
Thanks for your help today!,SAFE
"Hey, are you free for lunch tomorrow at 11:30 AM?",SAFE
Meeting moved to Friday 1:00 PM.,SAFE
This is the IRS. Immediate payment required today at 877-333-9090.,SCAM
Student loan forgiveness approved. Call 800-555-1212 to process.,SCAM
Mom: Call me when you land.,SAFE
Meeting moved to Wednesday 9:00 AM.,SAFE
Thanks for your help today!,SAFE
Invoice paid. Receipt attached.,SAFE
Dinner at Sakura tonight?,SAFE
Thanks for your help today!,SAFE
Library book due on Thursday.,SAFE
Your warranty is expiring. Contact 888-404-5000 to extend coverage.,SCAM
Thanks for your help today!,SAFE
Invoice paid. Receipt attached.,SAFE
Reminder: dentist appointment on Monday at 1:00 PM.,SAFE
Thanks for your help today!,SAFE
Dinner at The Diner tonight?,SAFE
Meeting moved to Thursday 3:15 PM.,SAFE
Congratulations! You won a new iPhone. Claim here: http://short.co/pay-fee,SCAM
Dinner at Cafe Luna tonight?,SAFE
Your Amazon order #261 has shipped.,SAFE
Dinner at Sakura tonight?,SAFE
Invoice paid. Receipt attached.,SAFE
Mom: Call me when you land.,SAFE
Final notice: unpaid tax balance. Pay fee: http://bit.ly/secure-login,SCAM
Meeting moved to Monday 1:00 PM.,SAFE
Thanks for your help today!,SAFE
Reminder: dentist appointment on Wednesday at 1:00 PM.,SAFE
Your SSN is flagged. Call 800-555-1212 now to verify your identity.,SCAM
Reminder: dentist appointment on Wednesday at 3:15 PM.,SAFE
"Hey, are you free for lunch tomorrow at 3:15 PM?",SAFE
Your Amazon order #132 has shipped.,SAFE
Dinner at Cafe Luna tonight?,SAFE
Mom: Call me when you land.,SAFE
Your SSN is flagged. Call 877-333-9090 now to verify your identity.,SCAM
Thanks for your help today!,SAFE
Mom: Call me when you land.,SAFE
Invoice paid. Receipt attached.,SAFE
Final notice: unpaid tax balance. Pay fee: https://tinyurl.com/verify-now,SCAM
Dinner at Sakura tonight?,SAFE
Invoice paid. Receipt attached.,SAFE
Thanks for your help today!,SAFE
Mom: Call me when you land.,SAFE
Your Amazon order #486 has shipped.,SAFE
Netflix membership expired. Reactivate now: https://tinyurl.com/verify-now,SCAM
Your SSN is flagged. Call 888-404-5000 now to verify your identity.,SCAM
Library book due on Wednesday.,SAFE
Thanks for your help today!,SAFE
Invoice paid. Receipt attached.,SAFE
Dinner at The Diner tonight?,SAFE
Your warranty is expiring. Contact 877-333-9090 to extend coverage.,SCAM
Mom: Call me when you land.,SAFE
Your Amazon order #934 has shipped.,SAFE
Reminder: dentist appointment on Monday at 11:30 AM.,SAFE
"Hey, are you free for lunch tomorrow at 11:30 AM?",SAFE
Mom: Call me when you land.,SAFE
Package delivered to your front door.,SAFE
Netflix membership expired. Reactivate now: http://short.co/pay-fee,SCAM
Invoice paid. Receipt attached.,SAFE
